,open,high,low,close,volume
213,47.9,48.4,47.4,47.85,0
214,48.0,48.25,41.35,41.7,0
215,41.8,42.45,40.8,42.2,0
216,42.3,48.0,42.0,47.5,0
217,41.8,41.8,41.15,41.25,0
218,41.25,41.55,40.8,41.4,0
219,41.65,42.45,41.35,42.2,0
220,42.3,43.05,42.0,42.8,0
221,42.7,46.95,42.65,46.8,0
222,46.05,48.0,45.85,47.5,0
223,47.9,48.4,47.4,47.85,0
224,48.0,48.25,41.35,41.7,0
225,41.8,42.45,40.8,42.2,0
226,42.3,48.0,42.0,47.5,0
227,47.9,48.4,41.25,41.15,0
228,41.8,41.8,41.15,41.25,0
229,41.25,41.55,40.8,41.4,0
230,41.65,42.45,41.35,42.2,0
231,42.3,43.05,42.0,42.8,0
232,42.7,46.95,42.65,46.8,0
233,46.05,48.0,45.85,47.5,0
234,47.9,48.4,47.4,47.85,0
235,48.0,48.25,41.35,41.7,0
236,41.8,41.85,41.25,41.15,0
237,41.8,42.45,40.8,42.2,0
238,42.3,48.0,42.0,47.5,0
239,47.9,48.4,41.25,41.15,0
240,41.8,41.8,41.15,41.25,0
241,41.25,41.55,40.8,41.4,0
242,41.65,42.45,41.35,42.2,0
243,42.3,43.05,42.0,42.8,0
244,42.7,46.95,42.65,46.8,0
245,46.05,48.0,45.85,47.5,0
246,47.9,48.4,47.4,47.85,0
247,48.0,48.25,41.35,41.7,0
248,41.8,41.85,41.25,41.15,0
249,41.8,42.45,40.8,42.2,0
250,42.3,48.0,42.0,47.5,0
251,47.9,48.4,41.25,41.15,0
252,41.8,41.8,41.15,41.25,0
253,41.25,41.55,40.8,41.4,0
254,41.65,42.45,41.35,42.2,0
255,42.3,43.05,42.0,42.8,0
256,42.7,46.95,42.65,46.8,0
257,46.05,48.0,45.85,47.5,0
258,47.9,48.4,47.4,47.85,0
259,48.0,48.25,41.35,41.7,0
260,41.8,41.85,41.25,41.15,0
261,41.8,42.45,40.8,42.2,0
262,42.3,48.0,42.0,47.5,0
263,47.9,48.4,41.25,41.15,0
264,41.8,41.8,41.15,41.25,0
265,41.25,41.55,40.8,41.4,0
266,41.65,42.45,41.35,42.2,0
267,42.3,43.05,42.0,42.8,0
268,42.7,46.95,42.65,46.8,0
269,46.05,48.0,45.85,47.5,0
270,47.9,48.4,47.4,47.85,0
271,48.0,48.25,41.35,41.7,0
272,41.8,41.85,41.25,41.15,0
273,41.8,42.45,40.8,42.2,0
274,42.3,48.0,42.0,47.5,0
275,47.9,48.4,41.25,41.15,0
276,41.8,41.8,41.15,41.25,0
277,41.25,41.55,40.8,41.4,0
278,41.65,42.45,41.35,42.2,0
279,42.3,43.05,42.0,42.8,0
280,42.7,46.95,42.65,46.8,0
281,46.05,48.0,45.85,47.5,0
282,47.9,48.4,47.4,47.85,0
283,48.0,48.25,41.35,41.7,0
284,41.8,41.85,41.25,41.15,0
285,41.8,42.45,40.8,42.2,0
286,42.3,48.0,42.0,47.5,0
287,47.9,48.4,41.25,41.15,0
288,41.8,41.8,41.15,41.25,0
289,41.25,41.55,40.8,41.4,0
290,41.65,42.45,41.35,42.2,0
291,42.3,43.05,42.0,42.8,0
292,42.7,46.95,42.65,46.8,0
293,46.05,48.0,45.85,47.5,0
294,47.9,48.4,47.4,47.85,0
295,48.0,48.25,41.35,41.7,0
296,41.8,41.85,41.25,41.15,0
297,40.95,41.8,40.85,41.55,0
298,41.8,42.45,40.8,42.2,0
299,42.3,48.0,42.0,47.5,0
300,47.9,48.4,41.25,41.15,0
301,41.8,41.8,41.15,41.25,0
302,41.25,41.55,40.8,41.4,0
303,41.65,42.45,41.35,42.2,0
304,42.3,43.05,42.0,42.8,0
305,42.7,46.95,42.65,46.8,0
306,46.05,48.0,45.85,47.5,0
307,47.9,48.4,47.4,47.85,0
308,48.0,48.25,41.35,41.7,0
309,41.8,41.85,41.25,41.15,0
310,40.95,41.8,40.85,41.55,0
311,41.8,42.45,40.8,42.2,0
312,42.3,48.0,42.0,47.5,0
313,47.9,48.4,41.25,41.15,0
314,41.8,41.8,41.15,41.25,0
315,41.25,41.55,40.8,41.4,0
316,41.65,42.45,41.35,42.2,0
317,42.3,43.05,42.0,42.8,0
318,42.7,46.95,42.65,46.8,0
319,46.05,48.0,45.85,47.5,0
320,47.9,48.4,47.4,47.85,0
321,48.0,48.25,41.35,41.7,0
322,41.8,41.85,41.25,41.15,0
323,40.95,41.8,40.85,41.55,0
324,41.8,42.45,40.8,42.2,0
325,42.3,48.0,42.0,47.5,0
326,47.9,48.4,41.25,41.15,0
327,41.8,41.8,41.15,41.25,0
328,41.25,41.55,40.8,41.4,0
329,41.65,42.45,41.35,42.2,0
330,42.3,43.05,42.0,42.8,0
331,42.7,46.95,42.65,46.8,0
332,46.05,48.0,45.85,47.5,0
333,47.9,48.4,47.4,47.85,0
334,48.0,48.25,41.35,41.7,0
335,41.8,41.85,41.25,41.15,0
336,40.95,41.8,40.85,41.55,0
337,41.8,42.45,40.8,42.2,0
338,42.3,48.0,42.0,47.5,0
339,47.9,48.4,41.25,41.15,0
340,41.8,41.8,41.15,41.25,0
341,41.25,41.55,40.8,41.4,0
342,41.65,42.45,41.35,42.2,0
343,42.3,43.05,42.0,42.8,0
344,42.7,46.95,42.65,46.8,0
345,46.05,48.0,45.85,47.5,0
346,47.9,48.4,47.4,47.85,0
347,48.0,48.25,41.35,41.7,0
348,41.8,41.85,41.25,41.15,0
349,40.95,41.8,40.85,41.55,0
350,41.8,42.45,40.8,42.2,0
351,42.3,48.0,42.0,47.5,0
352,47.9,48.4,41.25,41.15,0
353,41.8,41.8,41.15,41.25,0
354,41.25,41.55,40.8,41.4,0
355,41.65,42.45,41.35,42.2,0
356,42.3,43.05,42.0,42.8,0
357,42.7,46.95,42.65,46.8,0
358,46.05,48.0,45.85,47.5,0
359,47.9,48.4,47.4,47.85,0
360,48.0,48.25,41.35,41.7,0
361,41.8,41.85,41.25,41.15,0
362,40.95,41.8,40.85,41.55,0
363,41.6,42.9,41.45,42.9,0
364,41.8,42.45,40.8,42.2,0
365,42.3,48.0,42.0,47.5,0
366,47.9,48.4,41.25,41.15,0
367,41.8,41.8,41.15,41.25,0
368,41.25,41.55,40.8,41.4,0
369,41.65,42.45,41.35,42.2,0
370,42.3,43.05,42.0,42.8,0
371,42.7,46.95,42.65,46.8,0
372,46.05,48.0,45.85,47.5,0
373,47.9,48.4,47.4,47.85,0
374,48.0,48.25,41.35,41.7,0
375,41.8,41.85,41.25,41.15,0
376,40.95,41.8,40.85,41.55,0
377,41.6,42.9,41.45,42.9,0
378,41.8,42.45,40.8,42.2,0
379,42.3,48.0,42.0,47.5,0
380,47.9,48.4,41.25,41.15,0
381,41.8,41.8,41.15,41.25,0
382,41.25,41.55,40.8,41.4,0
383,41.65,42.45,41.35,42.2,0
384,42.3,43.05,42.0,42.8,0
385,42.7,46.95,42.65,46.8,0
386,46.05,48.0,45.85,47.5,0
387,47.9,48.4,47.4,47.85,0
388,48.0,48.25,41.35,41.7,0
389,41.8,41.85,41.25,41.15,0
390,40.95,41.8,40.85,41.55,0
391,41.6,42.9,41.45,42.9,0
392,41.8,42.45,40.8,42.2,0
393,42.3,48.0,42.0,47.5,0
394,47.9,48.4,41.25,41.15,0
395,41.8,41.8,41.15,41.25,0
396,41.25,41.55,40.8,41.4,0
397,41.65,42.45,41.35,42.2,0
398,42.3,43.05,42.0,42.8,0
399,42.7,46.95,42.65,46.8,0
400,46.05,48.0,45.85,47.5,0
401,47.9,48.4,47.4,47.85,0
402,48.0,48.25,41.35,41.7,0
403,41.8,41.85,41.25,41.15,0
404,40.95,41.8,40.85,41.55,0
405,41.6,42.9,41.45,42.9,0
406,41.8,42.45,40.8,42.2,0
407,42.3,48.0,42.0,47.5,0
408,47.9,48.4,41.25,41.15,0
409,41.8,41.8,41.15,41.25,0
410,41.25,41.55,40.8,41.4,0
411,41.65,42.45,41.35,42.2,0
412,42.3,43.05,42.0,42.8,0
413,42.7,46.95,42.65,46.8,0
414,46.05,48.0,45.85,47.5,0
415,47.9,48.4,47.4,47.85,0
416,48.0,48.25,41.35,41.7,0
417,41.8,41.85,41.25,41.15,0
418,40.95,41.8,40.85,41.55,0
419,41.6,42.9,41.45,42.9,0
420,41.8,42.45,40.8,42.2,0
421,42.3,48.0,42.0,47.5,0
422,47.9,48.4,41.25,41.15,0
423,40.95,43.95,40.85,47.75,0
424,41.8,41.8,41.15,41.25,0
425,41.25,41.55,40.8,41.4,0
426,41.65,42.45,41.35,42.2,0
427,42.3,43.05,42.0,42.8,0
428,42.7,46.95,42.65,46.8,0
429,46.05,48.0,45.85,47.5,0
430,47.9,48.4,47.4,47.85,0
431,48.0,48.25,41.35,41.7,0
432,41.8,41.85,41.25,41.15,0
433,40.95,41.8,40.85,41.55,0
434,41.6,42.9,41.45,42.9,0
435,42.65,43.95,42.65,47.75,0
436,41.8,42.45,40.8,42.2,0
437,42.3,48.0,42.0,47.5,0
438,47.9,48.4,41.25,41.15,0
439,40.95,43.95,40.85,47.75,0
440,41.8,41.8,41.15,41.25,0
441,41.25,41.55,40.8,41.4,0
442,41.65,42.45,41.35,42.2,0
443,42.3,43.05,42.0,42.8,0
444,42.7,46.95,42.65,46.8,0
445,46.05,48.0,45.85,47.5,0
446,47.9,48.4,47.4,47.85,0
447,48.0,48.25,41.35,41.7,0
448,41.8,41.85,41.25,41.15,0
449,40.95,41.8,40.85,41.55,0
450,41.6,42.9,41.45,42.9,0
451,42.65,43.95,42.65,47.75,0
452,41.8,42.45,40.8,42.2,0
453,42.3,48.0,42.0,47.5,0
454,47.9,48.4,41.25,41.15,0
455,40.95,43.95,40.85,47.75,0
456,41.8,41.8,41.15,41.25,0
457,41.25,41.55,40.8,41.4,0
458,41.65,42.45,41.35,42.2,0
459,42.3,43.05,42.0,42.8,0
460,42.7,46.95,42.65,46.8,0
461,46.05,48.0,45.85,47.5,0
462,47.9,48.4,47.4,47.85,0
463,48.0,48.25,41.35,41.7,0
464,41.8,41.85,41.25,41.15,0
465,40.95,41.8,40.85,41.55,0
466,41.6,42.9,41.45,42.9,0
467,42.65,43.95,42.65,47.75,0
468,41.8,42.45,40.8,42.2,0
469,42.3,48.0,42.0,47.5,0
470,47.9,48.4,41.25,41.15,0
471,40.95,43.95,40.85,47.75,0
472,41.8,41.8,41.15,41.25,0
473,41.25,41.55,40.8,41.4,0
474,41.65,42.45,41.35,42.2,0
475,42.3,43.05,42.0,42.8,0
476,42.7,46.95,42.65,46.8,0
477,46.05,48.0,45.85,47.5,0
478,47.9,48.4,47.4,47.85,0
479,48.0,48.25,41.35,41.7,0
480,41.8,41.85,41.25,41.15,0
481,40.95,41.8,40.85,41.55,0
482,41.6,42.9,41.45,42.9,0
483,42.65,43.95,42.65,47.75,0
484,41.8,42.45,40.8,42.2,0
485,42.3,48.0,42.0,47.5,0
486,47.9,48.4,41.25,41.15,0
487,40.95,43.95,40.85,47.75,0
488,41.8,41.8,41.15,41.25,0
489,41.25,41.55,40.8,41.4,0
490,41.65,42.45,41.35,42.2,0
491,42.3,43.05,42.0,42.8,0
492,42.7,46.95,42.65,46.8,0
493,46.05,48.0,45.85,47.5,0
494,47.9,48.4,47.4,47.85,0
495,48.0,48.25,41.35,41.7,0
496,41.8,41.85,41.25,41.15,0
497,40.95,41.8,40.85,41.55,0
498,41.6,42.9,41.45,42.9,0
499,42.65,43.95,42.65,47.75,0
500,41.8,42.45,40.8,42.2,0
501,42.3,48.0,42.0,47.5,0
502,47.9,48.4,41.25,41.15,0
503,40.95,43.95,40.85,47.75,0
504,41.8,41.8,41.15,41.25,0
505,41.25,41.55,40.8,41.4,0
506,41.65,42.45,41.35,42.2,0
507,42.3,43.05,42.0,42.8,0
508,42.7,46.95,42.65,46.8,0
509,46.05,48.0,45.85,47.5,0
510,47.9,48.4,47.4,47.85,0
511,48.0,48.25,41.35,41.7,0
512,41.8,41.85,41.25,41.15,0
513,40.95,41.8,40.85,41.55,0
514,41.6,42.9,41.45,42.9,0
515,42.65,43.95,42.65,47.75,0
516,44.1,47.75,44.1,46.25,0
517,41.8,42.45,40.8,42.2,0
518,42.3,48.0,42.0,47.5,0
519,47.9,48.4,41.25,41.15,0
520,40.95,43.95,40.85,47.75,0
521,41.8,41.8,41.15,41.25,0
522,41.25,41.55,40.8,41.4,0
523,41.65,42.45,41.35,42.2,0
524,42.3,43.05,42.0,42.8,0
525,42.7,46.95,42.65,46.8,0
526,46.05,48.0,45.85,47.5,0
527,47.9,48.4,47.4,47.85,0
528,48.0,48.25,41.35,41.7,0
529,41.8,41.85,41.25,41.15,0
530,40.95,41.8,40.85,41.55,0
531,41.6,42.9,41.45,42.9,0
532,42.65,43.95,42.65,47.75,0
533,44.1,47.75,44.1,46.25,0
534,41.8,42.45,40.8,42.2,0
535,42.3,48.0,42.0,47.5,0
536,47.9,48.4,41.25,41.15,0
537,40.95,43.95,40.85,47.75,0
538,41.8,41.8,41.15,41.25,0
539,41.25,41.55,40.8,41.4,0
540,41.65,42.45,41.35,42.2,0
541,42.3,43.05,42.0,42.8,0
542,42.7,46.95,42.65,46.8,0
543,46.05,48.0,45.85,47.5,0
544,47.9,48.4,47.4,47.85,0
545,48.0,48.25,41.35,41.7,0
546,41.8,41.85,41.25,41.15,0
547,40.95,41.8,40.85,41.55,0
548,41.6,42.9,41.45,42.9,0
549,42.65,43.95,42.65,47.75,0
550,44.1,47.75,44.1,46.25,0
551,41.8,42.45,40.8,42.2,0
552,42.3,48.0,42.0,47.5,0
553,47.9,48.4,41.25,41.15,0
554,40.95,43.95,40.85,47.75,0
555,41.8,41.8,41.15,41.25,0
556,41.25,41.55,40.8,41.4,0
557,41.65,42.45,41.35,42.2,0
558,42.3,43.05,42.0,42.8,0
559,42.7,46.95,42.65,46.8,0
560,46.05,48.0,45.85,47.5,0
561,47.9,48.4,47.4,47.85,0
562,48.0,48.25,41.35,41.7,0
563,41.8,41.85,41.25,41.15,0
564,40.95,41.8,40.85,41.55,0
565,41.6,42.9,41.45,42.9,0
566,42.65,43.95,42.65,47.75,0
567,44.1,47.75,44.1,46.25,0
568,41.8,42.45,40.8,42.2,0
569,42.3,48.0,42.0,47.5,0
570,47.9,48.4,41.25,41.15,0
571,40.95,43.95,40.85,47.75,0
572,41.8,41.8,41.15,41.25,0
573,41.25,41.55,40.8,41.4,0
574,41.65,42.45,41.35,42.2,0
575,42.3,43.05,42.0,42.8,0
576,42.7,46.95,42.65,46.8,0
577,46.05,48.0,45.85,47.5,0
578,47.9,48.4,47.4,47.85,0
579,48.0,48.25,41.35,41.7,0
580,41.8,41.85,41.25,41.15,0
581,40.95,41.8,40.85,41.55,0
582,41.6,42.9,41.45,42.9,0
583,42.65,43.95,42.65,47.75,0
584,44.1,47.75,44.1,46.25,0
585,41.8,42.45,40.8,42.2,0
586,42.3,48.0,42.0,47.5,0
587,47.9,48.4,41.25,41.15,0
588,40.95,43.95,40.85,47.75,0
589,41.8,41.8,41.15,41.25,0
590,41.25,41.55,40.8,41.4,0
591,41.65,42.45,41.35,42.2,0
592,42.3,43.05,42.0,42.8,0
593,42.7,46.95,42.65,46.8,0
594,46.05,48.0,45.85,47.5,0
595,47.9,48.4,47.4,47.85,0
596,48.0,48.25,41.35,41.7,0
597,41.8,41.85,41.25,41.15,0
598,40.95,41.8,40.85,41.55,0
599,41.6,42.9,41.45,42.9,0
600,42.65,43.95,42.65,47.75,0
601,44.1,47.75,44.1,46.25,0
602,46.15,48.25,46.15,48.1,0
603,41.8,42.45,40.8,42.2,0
604,42.3,48.0,42.0,47.5,0
605,47.9,48.4,41.25,41.15,0
606,40.95,43.95,40.85,47.75,0
607,41.8,41.8,41.15,41.25,0
608,41.25,41.55,40.8,41.4,0
609,41.65,42.45,41.35,42.2,0
610,42.3,43.05,42.0,42.8,0
611,42.7,46.95,42.65,46.8,0
612,46.05,48.0,45.85,47.5,0
613,47.9,48.4,47.4,47.85,0
614,48.0,48.25,41.35,41.7,0
615,41.8,41.85,41.25,41.15,0
616,40.95,41.8,40.85,41.55,0
617,41.6,42.9,41.45,42.9,0
618,42.65,43.95,42.65,47.75,0
619,44.1,47.75,44.1,46.25,0
620,46.15,48.25,46.15,48.1,0
621,41.8,42.45,40.8,42.2,0
622,42.3,48.0,42.0,47.5,0
623,47.9,48.4,41.25,41.15,0
624,40.95,43.95,40.85,47.75,0
625,41.8,41.8,41.15,41.25,0
626,41.25,41.55,40.8,41.4,0
627,41.65,42.45,41.35,42.2,0
628,42.3,43.05,42.0,42.8,0
629,42.7,46.95,42.65,46.8,0
630,46.05,48.0,45.85,47.5,0
631,47.9,48.4,47.4,47.85,0
632,48.0,48.25,41.35,41.7,0
633,41.8,41.85,41.25,41.15,0
634,40.95,41.8,40.85,41.55,0
635,41.6,42.9,41.45,42.9,0
636,42.65,43.95,42.65,47.75,0
637,44.1,47.75,44.1,46.25,0
638,46.15,48.25,46.15,48.1,0
639,41.8,42.45,40.8,42.2,0
640,42.3,48.0,42.0,47.5,0
641,47.9,48.4,41.25,41.15,0
642,40.95,43.95,40.85,47.75,0
643,41.8,41.8,41.15,41.25,0
644,41.25,41.55,40.8,41.4,0
645,41.65,42.45,41.35,42.2,0
646,42.3,43.05,42.0,42.8,0
647,42.7,46.95,42.65,46.8,0
648,46.05,48.0,45.85,47.5,0
649,47.9,48.4,47.4,47.85,0
650,48.0,48.25,41.35,41.7,0
651,41.8,41.85,41.25,41.15,0
652,40.95,41.8,40.85,41.55,0
653,41.6,42.9,41.45,42.9,0
654,42.65,43.95,42.65,47.75,0
655,44.1,47.75,44.1,46.25,0
656,46.15,48.25,46.15,48.1,0
657,41.8,42.45,40.8,42.2,0
658,42.3,48.0,42.0,47.5,0
659,47.9,48.4,41.25,41.15,0
660,40.95,43.95,40.85,47.75,0
661,41.8,41.8,41.15,41.25,0
662,41.25,41.55,40.8,41.4,0
663,41.65,42.45,41.35,42.2,0
664,42.3,43.05,42.0,42.8,0
665,42.7,46.95,42.65,46.8,0
666,46.05,48.0,45.85,47.5,0
667,47.9,48.4,47.4,47.85,0
668,48.0,48.25,41.35,41.7,0
669,41.8,41.85,41.25,41.15,0
670,40.95,41.8,40.85,41.55,0
671,41.6,42.9,41.45,42.9,0
672,42.65,43.95,42.65,47.75,0
673,44.1,47.75,44.1,46.25,0
674,46.15,48.25,46.15,48.1,0
675,41.8,42.45,40.8,42.2,0
676,42.3,48.0,42.0,47.5,0
677,47.9,48.4,41.25,41.15,0
678,40.95,43.95,40.85,47.75,0
679,44.1,48.45,44.1,41.35,0
680,41.8,41.8,41.15,41.25,0
681,41.25,41.55,40.8,41.4,0
682,41.65,42.45,41.35,42.2,0
683,42.3,43.05,42.0,42.8,0
684,42.7,46.95,42.65,46.8,0
685,46.05,48.0,45.85,47.5,0
686,47.9,48.4,47.4,47.85,0
687,48.0,48.25,41.35,41.7,0
688,41.8,41.85,41.25,41.15,0
689,40.95,41.8,40.85,41.55,0
690,41.6,42.9,41.45,42.9,0
691,42.65,43.95,42.65,47.75,0
692,44.1,47.75,44.1,46.25,0
693,46.15,48.25,46.15,48.1,0
694,48.4,48.45,47.15,41.35,0
695,41.8,42.45,40.8,42.2,0
696,42.3,48.0,42.0,47.5,0
697,47.9,48.4,41.25,41.15,0
